Transaction ID,Lecturer Code,Lecturer Name,Course Code,Course Description,Class Code,Meeting Time Start,Meeting Time End,Transaction Date,Transaction Link,Status Description
233,LC781,Prof. Anderson Rodriguez,IJKL9012,Social Media Broadcasting,LSH-61,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
234,LC492,Dr. Foster Sanchez,KLMN3456,Human-Computer Interaction Design,PLJ-62,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
235,LC563,Ms. Turner Reynolds,IJKL9012,Social Media Broadcasting,UTN-82,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
236,LC124,Mr. Rodriguez Bennett,STUV9012,Entrepreneurial Finance,AAC-27,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
237,LC895,Dr. Mitchell Taylor,PQRS5678,Network Security Fundamentals,ZGN-52,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
238,LC236,Prof. Sanchez Jefferson,MNOP2345,Digital Design Production,EGM-59,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
239,LC657,Ms. Reynolds Jenkins,EFGH5678,Sustainable Engineering Systems,EVS-32,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
240,LC408,Mr. Bennett Miller,ABCD9921,Tropical Architecture,TFX-60,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
241,LC719,Dr. Taylor Carter,CDEF6789,Data Visualization Techniques,SOY-75,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
242,LC530,Prof. Coleman Wilson,PQRT9012,Advanced Machine Learning,HFS-78,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
243,LC841,Ms. Parker Hayes,STUV5678,Cloud Computing Technologies,UTN-82,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
244,LC972,Mr. Jenkins Russell,EFGH1234,Fundamental In Game Balancing,FQX-36,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
245,LC303,Dr. Wells Miller,WXYZ1234,Product & Brand Strategy,LSH-61,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
246,LC654,Prof. Russell Davis,GHIJ2345,Visual Storytelling,CLI-69,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
247,LC126,Ms. Hayes Jefferson,GHIJ2345,Visual Storytelling,FKQ-51,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
248,LC879,Mr.Miller Cooper,LMNO1234,Artificial Intelligence Ethics,EGM-59,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
249,LC945,Dr. Fisher Longfellow,QRST1029,Language Innovations in Marketing and Advertising,RMC-36,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
250,LC317,Prof. Cooper Parker,QRST9281,Accounting Principles,GXQ-61,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
251,LC608,Ms. Longfellow Anderson,QRST5678,Embedded System and Internet of Things,PRJ-15,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
252,LC231,Mr. Jefferson Anto,UVWX5678,Digital Marketing Strategies,GPG-10,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
253,LC345,Prof. Taylor Bennett,KLMN5678,Intermediate Japanese Grammar & Reading Comprehension II,NXB-53,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
254,LC456,Dr. Brown Williams,QRST1029,Language Innovations in Marketing and Advertising,TFX-60,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
255,LC567,Ms. Thompson Robinson,EFGH9012,Chemistry for Civil Engineering,EJT-43,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
256,LC678,Mr. Johnson Davis,WXYZ3456,Introduction to Machine Learning,KCN-51,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
257,LC789,Dr. White Jenkins,ABCD9921,Tropical Architecture,AVN-05,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
258,LC890,Mr. Wilson Parker,OPQR5678,Psychological Intervention,TNE-56,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
259,LC901,Dr. Rodriguez Jenkins,OPQR5678,Psychological Intervention,PLJ-62,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
260,LC112,Mr. Davis Turner,UVWX9012,Entrepreneurship: Prototyping,WFW-47,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
261,LC223,Dr. Robinson Cooper,EFGH5678,Sustainable Engineering Systems,FDD-80,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
262,LC334,Prof. Carter Rodriguez,IJKL9012,Social Media Broadcasting,CFY-02,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
263,LC445,Ms. Foster Turner,QRST9012,Introduction to Management and Business,HFS-78,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
264,LC556,Mr. Williams Longfellow,WXYZ3456,Introduction to Machine Learning,QRW-93,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
265,LC667,Dr. Harris Russell,ABCD1234,Research Methodology,UTN-82,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
266,LC778,Prof. Turner Cooper,IJKL9012,Social Media Broadcasting,PLJ-62,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
267,LC889,Ms. Longfellow Hayes,LMNO1234,Artificial Intelligence Ethics,AAC-27,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
268,LC900,Mr. Jefferson Jenkins,CEFF1922,Big Data Analytics,FDD-80,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
269,LC113,Dr. Brown Anderson,CDEF5678,International Political Economy of Multinational Corporations,QRW-93,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
270,LC224,Prof. Turner Foster,UVWX5678,Digital Marketing Strategies,NHE-26,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
271,LC335,Ms. Phillips White,PQRS5678,Network Security Fundamentals,RMC-36,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
272,LC446,Mr. Jefferson Taylor,STUV5678,Cloud Computing Technologies,KFF-80,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
273,LC557,Dr. Foster Robinson,KLMN5678,Intermediate Japanese Grammar & Reading Comprehension II,VPE-81,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
274,LC668,Ms. Williams Thompson,KLMN3456,Human-Computer Interaction Design,UKU-91,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
275,LC779,Prof. Davis Smith,UVWX9012,Entrepreneurship: Prototyping,PLJ-62,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
276,LC114,Ms. Longfellow Hayes_1,STUV9012,Entrepreneurial Finance,TNE-56,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
277,LC225,Mr. Russell Phillips,CDEF6789,Data Visualization Techniques,AVN-05,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
278,LC336,Prof. Foster White,EFGH5678,Sustainable Engineering Systems,AVN-05,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
279,LC447,Dr. Davis Taylor,PQRT9012,Advanced Machine Learning,ZJS-42,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
280,LC558,Ms. Robinson Foster,IJKL3456,Communication Research Methodology,GPG-10,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
281,LC669,Mr. Turner Smith,LMNO1234,Artificial Intelligence Ethics,VPE-81,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
282,LC780,Dr. Bennett Turner,STUV5678,Cloud Computing Technologies,ORF-15,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
283,LC891,Prof. Cooper Brown,YAZA1230,Biological Psychology,TNE-56,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
284,LC902,Ms. Jenkins Parker,CDEF5678,International Political Economy of Multinational Corporations,ZVR-25,13:20,15:00,12/29/2023 00:00:00,zoommtg://zoom.us/join?confno=8832108083&pwd=&uname=,None
